text,label,channel
"&quot;त्यत्रो ७० जना मरेपछि २३ गते नै राजीनामा दिएको भए, भोलिपल्ट त्यो घटना हुँदैन थियो। २३ गतेको मात्र होइन, २४ गतेको घटनाको सम्पूर्ण जिम्मेवार पनि केपी नै हुन्, बुझिस् कुकुर! त्यत्रो मान्छे मर्दा पनि बालुवाटारमा मस्ती गरेर बसेको नतिजा होइन र यो? यो कुरा जोकसैले बुझेको छ। केपी सरकारले त्यत्रो मान्छे मारेपछि भोलिपल्ट त्यसको नतिजा देखिन्छ भन्ने कुरा स्पष्ट थियो। यसको जिम्मा लिने मात्र होइन, ओलीलाई त &#39;इन्काउन्टर&#39; नै गरिदिनुपर्छ, नत्र यिनलाई ज्ञान आउँदैन।&quot;",negative,comment
सधै राजनीतिक दलका नेताहरुको हालतले वाक्क दिक्क भएको बेला हर्क साङपाङ जस्ता ब्यक्तिको अन्तरवार्ताले सबैको जीवनमा सकरात्मक उर्जा दिन्छ। Salute to #Harka Sampang,positive,comment
बिरोध मत्रै गर्न जानेका छन जनताले सहि कुरा लाइ सहमत गर्दैनन्  गणतन्त्रको नायक kamerd parchanda,negative,comment
पत्र कार ले त साँचै भन्नु पर्दा यस्तै उल्टो सुल्टो कोइसेन गरेको सुन्दा त मनै पर्दैन,negative,comment
"यो interview पछि balen shah सचिक्कै मेयर को लागि परिपक्व candidate हुन जस्तो लाग्यो।।
vote for balen🙏",positive,comment
इनी कुरा उठाउनु त्यो ठाँउको साम्सद छैनन कि मर्यो तलब भत्ता खानुको लागीमात्र साम्सद भाका हुन?,negative,comment
Great dharan people 👏👍,positive,comment
"सबैको परिश्रम र मेहनत बराबरी भए तापनि त्यसको मुल्यांकन बराबरी नहुदा रहेछन् है रबि भाई, किनकि जिवित नै अशान्ति र नर्क हुन। ब्रह्माण्ड भित्र पाइने यी सबै दृश्य तत्त्वहरु असमानताको प्रतीकहरु हुन, यिनै असमानताको प्रतीकहरु नै अशान्तिको प्रतीकहरु हुन। All these visible elements found within the universe are symbols of inequality, and these symbols of inequality are symbols of unrest, that's why, should be now “No heat, No cold” “No God, No Giant” “No error, No punishment” it is a real peace, real sleep, real equality, real great and real heaven, which is called the original end and original invisible void. Within that space, both inanimate and living things elements are made the invisible void धन्यवाद!
""O""M´science",positive,comment
Kukrko puchhar 14 Barsha samma dhunga ma rakhda ni bango ko bangai vaneko yehi ho.,negative,comment
कमिनिलासरदानजलि,negative,comment
वाह sir what a line माल भाको चाल ना पाको ❤❤ दिल जीती लियो sir 🧿🫶🥰🥰,positive,comment
RIP parchanda,negative,comment
🙏🙏🙏💐💐💐💖💖💖👍️👍️👍️,positive,comment
"Answers are like Sindhuli's BP highway,rolling nicely.Only different is the highway has destination but gagan words doesnt😂😂",negative,comment
अब कसैले सक्दैन।झण्डै 2 तिहाई को सरकार हो ।अब इन्द्रे को बाउ चन्द्रे आए नी केइ हुनेवाला छैन😂😂 जय सरकार,positive,comment
very interesting interview ❤️🇳🇵,positive,comment
Wow What a great speech Rabi sir,positive,comment
आशिका तामाङ ले बेइज्जत गर्नु भन्दा केही जानेको रहेनछ,negative,comment
"हेरम यदि तपाईंकोे बोली अनुसार काम गरियो भने एकपटक होईन पटक, पटक RSP ले जनताको साथ र सपोर्ट पाउने छ ।",positive,comment
गगनलाइ हिरो बाट जिरो बनाएकोमा धन्यबाद सुरज सर,negative,comment
Ma yasko lagi marna sakdina. Ma marera yo ani yasko familly relatives moj garna dinu Parne😢,negative,comment
लास्ट मा चाई  हहहहह हईदेख हईदेख भान्ने शब्द  क्या बबाल लागो मलाई चाई... lost of love balen bro love from ... बारा जिल्ला,positive,comment
"पुराना दलहरू—कम्युनिस्ट र नेपाली कांग्रेस—अहिलेसम्म पनि स्थानीय तहमा समाजलाई भ्रष्ट बनाउने काममै लागिरहेका छन्। केन्द्र स्तरमा भने बालेनको नेतृत्वमा भइरहेको काम राम्रो देखिन्छ, तर स्थानीय तहमा कम्युनिस्ट र नेपाली कांग्रेसको नियन्त्रणमा रहेका प्रशासनहरूले चरम कुशासन र भ्रष्टाचार फैलाइरहेका छन्।
आगामी स्थानीय निर्वाचनमा जनताले यिनलाई उचित जवाफ दिनुपर्छ। विकास र जनहितभन्दा पनि यी दलहरूले अनावश्यक विवाद सिर्जना गर्ने र हरेक विषयलाई राजनीतिक रंग दिने काम गरिरहेका छन्।",positive,comment
Wow 😮😮😊❤ जय हर्क साम्पाङ्ग ।उत्तर दिनमा निकै सिपालु तेई पनि सत्य तत्थेमा रहेर ।,positive,comment
देशमा सरकार कसको थियो,positive,comment
कति ढाकछोप गरछन के रबिले।,negative,comment
कस्ताे लाटाे सबै आफै खाँउ भन्ने सबै परिवारलाई  भाग लिएरै छाड्ने,negative,comment
यो पत्रुकार यो मादर्चुत ओली यो रन्डीको औलात पत्रुकार छी,negative,comment
भो भो मिस्टर अब कुनैले पत्याउनु गार्हो छ केवल तिम्रो केहि भक्तहरु जुनले दश बर्षमा दश अर्ब खान पाए!,negative,comment
"This is real Mayor of Nepal and real educatated person. 
He knows what is needed to shine Kathmandu. 

Let's support and have patience to see more jobs creating around city.

Jaya Mayor Balen Shah 
Jaya Nepal 🇳🇵🌙☀️",positive,comment
Rip kp muji😡,negative,comment
"सुरक्षित हुन्छु कि भनेर Bunker भित्र छिरेको खसि, बंकरभित्र बाट नै बम पड्कियो।😂
AI nai vaney honxa sabai, for instance Deauba leyy veteko kutai pani😁",negative,comment
"Prachanda is a culprit for politics  17000 Nepali 
Balen shah  j dekiyo tyo hoina j lukayeko cha  tyo hera  u can solve the issue  
Prachanda Baburam  kp ani Girijaa  le bigareko  desh  tetti sajilo हुँदैन  keep  going  bhrastachari  samat nachod  asta  ghatna divert garna ghatauchan  be careful",positive,comment
KP Oli jiu Kati choti  pradan mantri honu vayo  Tara sukum basi bebasta garnu vayko ki ukhan tukka mattrai janta ahe dinu vayko  ho.,negative,comment
"घरका दुई आफ्नै यकै आमाबाट जन्मियका भाइहर त यत्तिके मिलनसार हुदैन great leader of nepal 
Huge respect..gagan and bishow dai..",positive,comment
"प्रिय काठमाडौं बासीहरु अब त आँखा खोल्नुहोस्। ५ वर्ष अगाडि विद्या पासा लाई भोट दिएर जुन गल्ति गर्नुभयो अब त्यो गल्ति नदोहोयार्नु होला बिन्ती छ🙏🙏 काठमाडौं का सबै युवाहरु लाई आग्रह , तपाईंले आफ्नो परिवार को सबै भोट बालेन् शाह लाई ल्याउने अठोट गर्नुहोस्। नबुझेका बा आमा हजुरबा आमालाई बुझाउने जिम्मा तपाईंको। मासु भात जुन पार्टी को खाए पनि भोट चाई बालेन शाह लाई नै है त।
५ वर्ष पछि बल्ल यस्तो मौका आएको छ ,यो मौका नगुमाउनु होला बिन्ती छ।
#voteforbalen
#balenformayor",positive,comment
तिमीहरुको संगठन त छ तर लुट्न !,negative,comment
अझै पनि केपि ओली सहि भन्नेहरू  भेडा नैं हुन। संसार कहा पुग्यो यो देश कहाँ छ??,negative,comment
बालेन र सुधनले राजिनामा दिएर प्रधानमन्त्री को बन्ने गिरिबन्धु टि ह्वाइट बडि एनसि एल भिजिट भिसा कुन दलालिलाई बनाउने भन झोले कुनअपराधीलाई बनाउने । रासपा सरकार रहेन भने यो देश कसैले चलाउन सक्दैन लेखेर राखौ ।,positive,comment
Hindu rastra kaayam na bhaye samma yastai hunchha.,negative,comment
हाम्राेलाई होईन राम्रोलाई रोजौं  यसपालिको भोट balenशाह लाई 👏हजुरको हरेक भिजन राम्रो छ बोलीमा होईन भोलि व्यवहारमा देख्न पाउँ जितको भारी शुभकामना तपाईं माथि जनताले गरेको आशा कहिले नमरोश good luck🙏🙏🙏,positive,comment
"नयाँ को बुद्धि भन्दा पुरानो नै राम्रो 
Rasopa khaeeeeeeee",negative,comment
Mahan hunuhunxa Ravi sir vagawan,positive,comment
असल नेता ❤ देश र जनताले ठूलो अपेक्षा गरेको छ।,positive,comment
राम्रो बिचार,positive,comment
लोकतन्त्र ध्वस्त बनाएको केपी चोर जस्तो मान्छेहरूले हो,negative,comment
Long live Mayor! RESPECT,positive,comment
अनुहार नै भगवान को छ,positive,comment
100% Saho kam balen sarkarko.,positive,comment
one of the best leadership of नेपाल ❤जेइ हर्क साम्पाङ,positive,comment
बेकार र वाहियात,negative,comment
कस्तो राम्रो 🎉🎉❤🙏,positive,comment
Paribartan huna sika na Purana jhole haru❤❤❤,negative,comment
सभ्य र सालिन संवाद🙏🙏,positive,comment
Yes aatnkkari ko kura ma kohi pani nalagnu hola yesta hatyara aatnkkari le susasan kura nagarda hunxa,negative,comment
हर्क साम्पाङ सिङ्गो देशलाई आवश्यकता छ।,positive,comment
"Who is here after balen latest FB post :
Good Luck Nepal 🇳🇵 

मेरो देशलाई शुभकामना 😊",positive,comment
"फेसबुकमा जे पाइ तेही राखेर अप्लोड गरेको छ र धराने जनतालाई यो यस्तो कुराहरु हुँदैछ भनेर जानकारी दिएको छ जे गरीरहनु भएको छ मेयर साबले राम्रो काम गरिरहनु भएको छ म पोखराको भए पनि हर्क सम्पाङ सर   प्रती नमन छ 🙏🏻🙏🏻
We r proud of you Sir 👏🏻👏🏻👍🏻",positive,comment
हो सर हजुरको साथमा हामि सारा नेपाली हजुर्को साथमा छम,positive,comment
This shows don’t underestimate anyone in life ..👌,positive,comment
देसले खाेजे काे बालेन हाे रहेछ जय घनटि,positive,comment
अबको सभापति र प्रधानमन्त्री गगन भयो भने बल्ल देशले केही पाउछ,positive,comment
seems he is fit to go jail again😂,negative,comment
कस्तो चोर रहेछ घर पनि छोडेन बालेनको,negative,comment
अत्यान्तै सानदार अभिव्यक्ति दिनुभयो ।। पाटी सभापति ज्यू । 🙏,positive,comment
Balen ley  euta signal diyo vani yamaley ko astito sakinnxa 😂😂,negative,comment
रवि सर जिन्द बात जिन्द बात,positive,comment
बालेन्द्रको घरको च‍ोरी भयक‍ो होइन रुपिँयाले बिकेको हो। पत्रकार ज्यु नमस्कार  प्रष्ण मात्र ठूलो होईन है पत्रुकर ज्यु नमस्कार चौथो अँग मात्र सोच्न गल्ती होकी हुन्छकी सोचौ झोले नबनौ समय चर्खा घुमिरहन्छ  पालो आउँछ आउँछ आउँछ   सत्य हो हो हो,negative,comment
Sammananiye parchand ji deshko yo bikaral abastha ma sarkar ai dhaudai agadi janu bigat ko jasto sarkar dhalne ra banaune tarfa nalagnu janata ko mat ko kadar gardai 5barsha sarkarko sath dinu tapailai nepali janata le siro dhari rakhnexan,positive,comment
प्रचन्ड तेसै प्रचन्ड भएका होईनन् !उनिसंग  राजनिति भरपुर छ। त्यसैले नयाँले राम्राकुराहरु सिकुन्,positive,comment
This is how interviews should be,positive,comment
Ab purana kura vulera desh banaun Patti lagnus,positive,comment
केही नजान्ने बालेन?जो बिज्ञ छन।जय बालेन।मधुरो बोलीले भनिसक्यो।,positive,comment
"देउवाको बारे गगनको गोलमतोल जबाफ , मलाइ लाग्दैन कि गगनले `केहि गर्छन्´ भन्ने",negative,comment
Nice ❤short,positive,comment
झापाली हुन नि के पि कहिले  पनि बिस्वास गर्नु हुदैन बल्ल आँखा खुल्यो एमाले  हो म तर के पि बेमानी छ्न,negative,comment
"के पि बा सङ्ग तपाई अलि डराउनु भए जस्तो छ 
कडा question गर्न😁🙏",negative,comment
भारतबाट नेपाल प्रवेश गरेको बङ्गाली मुस्लिमहरूको बारेमा त कसैले पनि सदनमा कुरा उठाएन त।।।,negative,comment
"ब्रीटीस मा पनी कुरा राखेर पहल गर्नु हुँदै रहेछ।
This is most important way.
यसरी जानु पर्छ फेदै बाट।
हाम्रो भुमी खै खै खै भनेर भुमी पाऊदैन।
अनी तुरून्त भई हाल्ने पनी होईन।
१/२ बर्ष लाग्न सक्छ धेरै छलफल हुन्छ २ पक्षीय त्रिपक्षीय सबै को एकसाथ सहमत भए पछी बल्ल बहस चल्छ।
सक्दो छीटो यो समस्या को समाधन होस।
जय🔔🔔जय देश।",positive,comment
गल्ती त मरीगय मन्दैन बै राणा बान ले,negative,comment
कति राम्रो  कुरा 👍️👌👌🙏🙏🌺🌺,positive,comment
जति सन्यो उती सुनौ लाग्दा लाग्दै अन्तरवार्ता सक्किएछ ….,positive,comment
Nepal ko lee kuan yew singapore banounay😂,negative,comment
"Mul basi voko le sabai jana le birod gari rakhe6 , otherwise say no mulbasi will get the chance to contest election.every body knows the eligibility , criteria of harka sampang sir.",positive,comment
उत्तम विचार अनि प्रभावकारी योजना❤️ Best Wishes ❤️🙏,positive,comment
"भाई, बोल्नु भन्दा गहिरो अध्ययन गर, अरु नेताले बिकासमा अर्बौ भ्रष्टाचार गरे, हर्कले के गरे तिमी धरान जाउ, पुर्बका गाउ गाउ जाउ, कर्णालिको राउटे जस्तो भाईलाई आफु जस्तै लाग्द‍ो रहेछ, हर्क तिम्रो बुद्दिले बुझ्न सक्दैन भाई,",positive,comment
oli lai tel lagauna gaako ki interview lina gako?,negative,comment
Bad boy balen really worst hahah,negative,comment
सत्ता पक्ष साइडमा रहेको विपक्ष  काङ्ग्रेस  एमाले राप्रपा  नेकपाहरुले यो गहकिलो बुदाहरु खै कस्ले ल्याउन सक्यो जय माननीय हर्क साम्पाङ्ग जय माटो,positive,comment
Great rabi sir we are always with you🙏🙏,positive,comment
"Kera kha na ta muje pagal. Yo muji lai jiudai petrol charea jalaye hunchha.  Raada KO ban muje, jati Gali gare Pani chitta bujdaina thado haina LA Do ho",negative,comment
"यि पत्रकार पार्टीको दासहरुले जनताको प्रस्न गर्छन भन्ने भ्रममा नपरौ,यिनीहरुले त यिनीहरुको मालिकलाइ जनताको नजरमा छारोहालेर चोख्याउना ल्याएका हुन्,तर तिमीहरूको दाल गर्ने वाला छैना,अस्ती भर्खर काङ्ग्रेसको नेता सुनील शर्माले सार्वजनिक सुनुवाइमा भनेको छ कि सबै न्यायलयमा काङ्ग्रेस,एमालेको बफादार माहा झोले हनुमानहरुलाइ न्यायाधीश बनायको छ भनेर अनी यो पार्टी को भन्दा अरुले न्याय पाउछ??? थोरै सम्मान चाहाने भय अब कति बाच्छौ घरमा आरम गरेर बस थोरै भयपनी पाप कट्टी हुन्छ।",negative,comment
हर्क सम्पाङ सर बाट अरु नेताहरु ले पनि सिक्नु पर्ने एउटै शब्द नेता भनेको जनता भन्दा सानो हो! यो शब्द ले एकदम मन छोयो! salute हर्क सम्पाङ सर!🙏,positive,comment
"एक हप्ता भित्र सदनमा आउने छु भनेर प्रधानमन्त्री ज्यु लेभनी सकेकोमा के को तीन दिन को निहु खोज्ने ,आफुले सोध्ने प्रश्न को लागि कस्तो सस्तो  ओकालत ,धन्यवाद",negative,comment
Great Leadership Rabi Daii ❤❤🫡🫡अब चाहिँ देशले काँचुली फेर्ला जस्तो छ 🙏,positive,comment
कति मिठो बोलेर पानी माथिको ओभानो हुन खोजेको हेरन यसको एक्सप्रेशन 😅,negative,comment
प्रस्त देखिन्छ हजुरको आखामा कति छतपताहत छ भन्ने देशको यो अवस्था हुदा😥😥always salute you respected great leader❤❤,positive,comment
मैले पठाएको भन्छ त वा ले आफू कुन स्कुल कलेज होडमास्टर होला त ?,negative,comment
"नेपालको एक सच्चा सपूत !🇳🇵
मेयर हर्क सांपाङ जी ।",positive,comment
Ghantile pakshapat gardain sabai nepal ra nepalilai herchh aru parti jasto sankirn bichar chain  ma ghantako sadasya hoin tar bishwas yo partile garchha,positive,comment
Jay ghanti Gaganji yo des 3 karod Janta sabai ko ho biteka 35.40 bars ma des Bikas vayar yauta namuna Nepal bannu parne thiyo tar kosaile des ra janta ko hit huneri kunai dal netale kam garnu vayna tesale des vari ko Janta aajit thiy chunab vayo des vari ko Janta le ghanti lai 2 tehai mat diy jasko party vay pani aakhir des ra janta ko hit ma kam garne ho tesaile ghanti matar hoina des lai maya garne sabai miler sambidhan Samsodhan garnus sangghiyata rakhne narakhne Hindu dharm raja Leune ya naleune niyam kanun k k bnaune ho yahi 2 tehai mat vayko bela ma karkar sit miler garnu hola des ra janta ko hit huneri sabai miler Vastchar mukat sundar naya Nepal bnaunu hola,positive,comment
"Sir Hajur pani purano video rakhera prank garne ?? 

We want you to work more than 12 hours and let us educate politics and exposed politicians. 

We love you and the way you are doing your work we appreciate. 

Ma pani Gorkhali nai ho sir love the way you talk",positive,comment
दाइ गजब सोदनु भो ।,positive,comment
Kasle diyo eslai bolna ani kasle sunchha?,negative,comment
"श्री बालेन शाहज्यू,
नमस्ते।
हाम्रो सुदूरपश्चिमाञ्चलको धर्तीमा, जहाँ हरेक बोली, हरेक शब्द, हरेक कथा हाम्रो पहिचानको हिस्सा हो, तपाईंले हाम्रो मातृभाषामा, हाम्रो साँस्कृतिक परिवेशको मन बुझेर, हामीसँग संवाद गर्नु भएको छ। तपाईंले यहाँ आउँदा, स्थानीय जनताको बोलीमा कुरा गर्नु मात्र होइन, हामीसँगको सम्बन्धमा आत्मीयता र सम्मानको पुल निर्माण गर्नु भयो। त्यो हाम्रो लागि साधारण भेट मात्र होइन, गहिरो आत्मीयता र संस्कृति प्रति तपाईंको माया देखाउने अद्भुत अनुभव रह्यो।
हाम्रो भाषा, हाम्रो संस्कृति, हाम्रो परम्परा—यी सबै हाम्रो जीवनको आत्मा हुन्। तर धेरैपल्ट, हामी जस्ता सुदूरपश्चिमका गाउँ र सहरका मानिसहरूलाई हाम्रो भाषामा बुझ्ने, सुन्ने, र हाम्रो भावना समेट्ने अवसर कम पाइन्छ। त्यसैमा तपाईंले हाम्रो मातृभाषा प्रयोग गरी संवाद गर्नु भयो, यसले हामी सबैमा गौरवको भाव जगायो। तपाईंको शब्दहरूले केवल सूचना मात्र होइन, सम्मान, आत्मीयता, र प्रेमको संदेश प्रवाहित गर्‍यो।
हामी सधैं हाम्रो भाषा र संस्कृति जोगाउने प्रयासमा लागिरहेका छौं। तर जब तपाईं जस्ता व्यक्तित्व हाम्रो मातृभाषामा बोल्छन्, हाम्रो संस्कृति बुझ्छन्, तब हाम्रो प्रयासले अझ गहिरो अर्थ पाउँछ। तपाईंले देखाउनु भएको यो सम्मान र आत्मीयता हाम्रो मनमा सदैव बाँच्नेछ, र यसले यहाँका जनतालाई आफ्नो भाषा, आफ्नो संस्कृति र आफ्नै पहिचानप्रति गर्व महसुस गराउनेछ।
हामी विश्वास गर्छौं कि तपाईंको यो कदमले मात्र हाम्रो हृदयमा खुसी ल्याएको छैन, तर भविष्यमा हाम्रो क्षेत्रका युवा पुस्तामा भाषा, संस्कृति, र मातृभूमिप्रतिको माया अझ बढाउनेछ। तपाईंको संवादले हामीलाई याद दिलायो—हामी जताततै विभाजित भइहाल्दा पनि हाम्रो भाषा र संस्कृति हाम्रो आत्माको केन्द्र हो। तपाईंको सरल, विनम्र, र आत्मीय व्यवहारले हामी सबैमा यस्तो प्रेरणा जगायो कि हामी सधैं हाम्रो मातृभाषा, हाम्रो संस्कृति र हाम्रो पहिचानको कदर गर्नेछौं।
अन्तमा, हामी फेरि पनि तपाईंप्रति हाम्रो गहिरो आभार व्यक्त गर्दछौं। तपाईंले देखाएको सम्मान, आत्मीयता, र प्रेमलाई हामी सधैं सम्झनेछौं र भावनाका साथ मनमा राख्नेछौं। तपाईं सधैं यसै आत्मीयता, आदर, र सम्मानको साथ हामीसँग रहिरहनुहोस् भन्ने कामना गर्दछौं।
धन्यवाद,
तपाईंको आभारी,

सुदुर अब दुर नाई, झिकै झिकै माया तम्लाई ! बाटो हेरी थाकी गो आँखा, अब त मिलन होई।

 सुदुर अब दुर नाई

झिककै भिकै माया तम्लाई ! 
हो... सुदुर अब दुर नाई, झिकै झिकै माया तम्लाई !",positive,comment
"याे बुढाले 5 लाख+ मान्छे सडकमा उतारेर याे सरकार गर्ल्याम्मै ढालेर आफ्नै सरकार बनाउँने कुरा गर्थे , यिनकाे कुरामा जनताले न पत्याएर 5 जना पनि भेला न भएपछिको गिडगिडाहट पाे हाे कि याे !",negative,comment
"यदि रबिले अमेरिकामा चुनाव जित्ने भए उनी   कहिले पनी नेपाल आउने थिएनन् चुनाव लड्न लागी। उनी त अमेरिकाको फोहर नेपालमा फ्याले जस्तो मात्र हो।अमेरीकामा अदालतले आर्थीक अपराधमा दोसी करार गरेको रवि जस्ता व्यक्तीले  अमेरीकाको ससदमा त के त्याहाको ५oo जनसंख्या भएको वाड वाट पनी वार्ड सदस्यको चुनाव पनि जिल्न सक्तैन। र अमेरीकामा प्राय रवि जस्ता आर्थीक मुद्भामा मुछिएका व्यक्ति चुनावमा नै उठ्दैनन नैतीकताको आधारमा।

मेरो प्रश्नको : अमेरिकामा बस्न, व्यपार, व्यवसाय गर्नका, लागि अमेरिकी नागरिकता अनिवार्य थिएन ग्रीनकार्ण मात्र भए पुग्थियो तर अमेरिकाको रक्षा लागी जुन सकै देसको बिरुद्ध( त्यो नेपाल नै किन नहोस) हात हतियार समेत उठाउने शपथ लिएर रविले अमेरीकाको नागरिकता लिनुको कारण के थियो ? यदि कसैले रबि अमेरिकी नागरिक बन्नुको कारण बताउन सक्छ भने म रबिको सबै केसहरु विर्सीएर रविको समर्थन गर्नेछु। होइन भने मेरो अडान हुनेछ "" पासपोर्ट र नागरीकता ठग रवि जस्ता बिदेसी नागरिकता लिएका नेपालीलाई, विदेसी नागरीकता त्यागे पनि नेपालमा कुनै प्रकारको राजनैतिक पदमा ओगटबाटआजन्म प्रतिबन्ध लागाउनु पर्छ नेपालको राजनीती ति नेपालीहरुको लागी हो जो साह्रो गाह्रोमा पनि अरु देसको नागरिकता लिएनन।""",negative,comment
तिमिहरुले देशै लुटेर खाने जनताको खुन चुसेर खाने जनताको हत्या गर्नेहरु चाहिँ क्रान्तिकारी हुन सक्ने स्याऊ सुन्तला चोरेर खाने चाहिँ क्रान्तिकारी नभएर अपराधि हुने??,negative,comment
धन्यवाद  रबि सर,positive,comment
Gafhadi KO  gafhee Chopilo,negative,comment
Harka sampang ko jeet vaneko Nepal ama ko jeet ho...🎉❤❤,positive,comment
hatts-off gagan sarkar❤🎉,positive,comment
यो जेल जाने डरले बालिन सरकार लागि फकाउँदैछ,negative,comment
Abki Bar Balen Sarkar,positive,comment
"confidence level chai maanai parx hai ba ko hait!!!
Bunje jump ma jo kohi kaha jana saknu ra hau त्यहा  ta daro mutu hune manxe matra janxan ni",positive,comment
भिजन राम्रो भएको एस्तो ब्याक्ति जोस जाँगर भएको देशको लागि केहि गर्छु भन्ने सोच बिचार भएर अगाडि बढीरहेका वालेल शाहालाइ भोट गरेर काठमाडौको मेयमा बिजय गरौँ।जय वालेन शाह।।।,positive,comment
नेपाली राजनिती को नैतिकताहिन ब्याक्ती नरपिसाच अबोध बालबालिका को रक्तपिपासु 😡😡😡😡😡😡,negative,comment
Love rabi sir🇳🇵🇳🇵🇳🇵🇳🇵👍👍🎉,positive,comment
"बालेन शाहाको भनाई १००% सहि छ। लहै Ktm को जनताहरू बालेन शाहालाई जीताऔ।कॉंग्रेस,एमाले,मावोबादि लाई जीताऊनु आमाको रगतपिय जस्तो हो।",positive,comment
yo pachadi tali bajau nae haru chai ho rah cha sachikai,negative,comment
Rabi dai Balen❤❤,positive,comment
well this aged well ..,positive,comment
Well done new Sarkar ❤❤,positive,comment
Jay mato harka sir❤❤❤🎉🎉🎉,positive,comment
उखाने ले के जवाफ दिनु😂,negative,comment
Abako antim bikalpa vnekai sram saskriti party mato  ho jay harka sampang jat desh🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,positive,comment
Gagan काे speech मा सत्यतन छ।,positive,comment
महान ब्यक्ती हर्क साम्पाङ ज्यूलाई सलूट छ।🙏🙏🙏🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵 जयनेपाल्🙏,positive,comment
Jay Nepal jay balen jay rabi jay sidan🙏🙏,positive,comment
ballla khaish tit for tat😂,negative,comment
Absolutely 👍 right ✅,positive,comment
नेपाल र नेपालीको सुन्दर भविष्य निर्माण गर्ने एक राष्ट्रनाय के पी ओली।,positive,comment
हर्कले जय मंगोल भन्नेलाई बोके भने राजनीति समाप्त हुनेछ अर्को पटक देखि।यहाँ जय मंगोल भन्नेले हर्कको पार्टी कब्जा गर्न खोज्दैछन आफुहरुले ३८ बर्षमा १ वडाअध्यक्ष जित्न नसकेर।सुनसरी काण्डमा पनि हर्क समर्थक मंगोल भन्नेले मुस्लिम उचालेर भएको हो,negative,comment
Kukurko muuttt,negative,comment
Janta ko man jitna saknus... subhakamna.🇳🇵👍,positive,comment
धन्यवाद  गगनजि । तपाईं देशकै गगन हाे । सत्य लगनशीलताले अवस्य शीखरमा पुर्याउंछ ।,positive,comment
को हो यो केको प्रमाण  पुङ्ना ओउछारको कुरा गर्छ यार यो घटना र रास्ट्रीय जानवारको के भन्न खोजेको  कहिले को कुरा हो यो  अलि होस पुर्यएर बोल्नुहोस  तपाईं हेर्दात मान्छे अलि सभ्या देखिनु हुन्छ तर दिमाग छैन,negative,comment
Hahahaah😂,negative,comment
GOOD SPEK OUR PM ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,positive,comment
यो कोलि बौलायो क्याहो काम कुरो एकातिर कुम्लो बोकि थिमीतिर,negative,comment
Yes right harka sir you are a our lovely best leader jae mato 👍👍👍👏👏👏👏👏🙏🙏🙏🙏🙏🙏🙏💪💪💪💪💪💪💪💪💪💪💪💪🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,positive,comment
कुरा त एकदम सही हो। म त कुनै पार्टीको नि होइन तैपनि कुरा चाहिँ एकदम सही हो।,positive,comment
साधा जिवन उच्च विचारका धनी हर्क साम्पाङको जयहोस ।,positive,comment
Jhole haru pani herdai gar hai kasto hunxa neta ani leader wow great ravi dai ❤❤❤❤❤,positive,comment
we love oli ...... कसैलाइ केही भन्नू छ ।।।। ओलि को बिरोध गर्ने हरु ले देस लाई माया गर्नै सक्दैनन ।।।,positive,comment
masterpiece thought yatri g,positive,comment
प्रचण्ड भन्छन् : म कस्तो लाटो रहेछु 😆🤣,negative,comment
"यो वलीले अस्ति भर्खर बिधान सभामा भनेका छन् &quot;एमालेलाई छोयोकि देश ठप्प  हुन्छ&quot; यही दम्भ र नियतलाई हेरेर मैले आंकलन गर्दैछु, भदौ २४ गते आफुले राजिनामा दिएर आफ्ना झोलेहरुलाई सबैतिर आगो लगाएर देश ठप्प पारेका हुन सक्छ। साम्य नभएसम्म   लुकेर बस्यो अहिले खोकेकै छ।",negative,comment
Pardhanmantri Balen shaha lai kam garna dinus harka ji kina khutta tannu huncha sadhai vari,positive,comment
Cmt ma chada bolne  bolna najanne ani neta chai sahi khojne ..veda lai rest in peace😂😂😂rest in peace ❤jaba janata surdinam taba samma desh bandainw😢😢😢jaya Shree Ram ❤❤❤,negative,comment
"पहिलो पटक होला , ऋषि धमलाले आफ्नो अगाडिको opponent लागि यति धेरै बोल्न दिएको र सुनेको। Balen ❤️",positive,comment
Nepal ma je bole pani huncha k yo budo ko Bole sunni ta,negative,comment
Jun baad vayeni khaowoo badnai ho puspakamalko !!!lasta ma bp kai samaj baad ho,positive,comment
"ताली बजाउन सबै ले साथ् दिएकोछ! 
Good 👍🏻 Job 🌺",positive,comment
"ढिलो आयो वबाल आयो Thank you so much Balen Sir, दुनिया नौटंकी भाषणको कुनै अर्थ छैन, यसरी नै अगाडी वड्ने हो। go ahead.",positive,comment
हो नि इमानदारी भएपछि किन डराउने  सहि कुरो🙏❤️🙋‍♀️,positive,comment
Old is gold❤❤❤,positive,comment
