text,candidate,source,channel,script
Bhaut pyari,leelamani gautam,yt:Leelamani Gautam,comment,latin
Poster kesa de rakha hee,leelamani gautam,yt:Leelamani Gautam,comment,latin
"Very beautiful and gorgeous, I Like You",leelamani gautam,yt:Leelamani Gautam,comment,latin
I love this Yami gutam❤❤❤,leelamani gautam,yt:Leelamani Gautam,comment,latin
Yami super acted in all her movie worth to watch her movie❤,leelamani gautam,yt:Leelamani Gautam,comment,latin
My favourite ❤,leelamani gautam,yt:Leelamani Gautam,comment,latin
Very👍👍👍👍👍👍👍👍,leelamani gautam,yt:Leelamani Gautam,comment,latin
Meri bibi bhi 12 sal choti hai,leelamani gautam,yt:Leelamani Gautam,comment,latin
Bictiful,leelamani gautam,yt:Leelamani Gautam,comment,latin
I love this yami gautam.actor,leelamani gautam,yt:Leelamani Gautam,comment,latin
Iliveyou❤,leelamani gautam,yt:Leelamani Gautam,comment,latin
Bahut hi achhi sabhi heroine fail hai इनके सामने,leelamani gautam,yt:Leelamani Gautam,comment,mixed
Nice actress,leelamani gautam,yt:Leelamani Gautam,comment,latin
My all time favourite heroine yami gautam,leelamani gautam,yt:Leelamani Gautam,comment,latin
i really like her..yami Gautam ❤,leelamani gautam,yt:Leelamani Gautam,comment,latin
Ktni uchai pe le gai sb jante tm na batao 😂😂😂,leelamani gautam,yt:Leelamani Gautam,comment,latin
One number,leelamani gautam,yt:Leelamani Gautam,comment,latin
Kaabil bholgaye aap,leelamani gautam,yt:Leelamani Gautam,comment,latin
"Yami Gautam is the most humble, talented, gorgeous actress.  ❤❤❤❤",leelamani gautam,yt:Leelamani Gautam,comment,latin
I love yammi ❤,leelamani gautam,yt:Leelamani Gautam,comment,latin
My crush,leelamani gautam,yt:Leelamani Gautam,comment,latin
Most beautiful women in the world,leelamani gautam,yt:Leelamani Gautam,comment,latin
My dream girl,leelamani gautam,yt:Leelamani Gautam,comment,latin
My fvrt ❤yami,leelamani gautam,yt:Leelamani Gautam,comment,latin
Chikna male,leelamani gautam,yt:Leelamani Gautam,comment,latin
Fake mat dalo.,leelamani gautam,yt:Leelamani Gautam,comment,latin
Down to Earth actress with no any controversies,leelamani gautam,yt:Leelamani Gautam,comment,latin
Superb bkvs,leelamani gautam,yt:Leelamani Gautam,comment,latin
Fake news,leelamani gautam,yt:Leelamani Gautam,comment,latin
Yami  Gautam  ❤❤❤ nice🎉🎉🎉🎉,leelamani gautam,yt:Leelamani Gautam,comment,latin
😊 mujhe to achcha lagta hai,leelamani gautam,yt:Leelamani Gautam,comment,latin
Best acting in Thursday and chor nikal ke bhaaga❤,leelamani gautam,yt:Leelamani Gautam,comment,latin
Yami ka tho class hay bhai,leelamani gautam,yt:Leelamani Gautam,comment,latin
Ekadam bakwas,leelamani gautam,yt:Leelamani Gautam,comment,latin
Bahut achhi,leelamani gautam,yt:Leelamani Gautam,comment,latin
अबसरबादी खाओबादी देशघाती आत थु,leelamani gautam,yt:Leelamani Gautam,comment,deva
गगनले नजित्ने ग्यारेन्टिका साथ ग्यारेन्टि गरेकाे हाे आत्मादाह यसकै बिस्वासका साथ भनेकाे हाेला😊😊😊😊,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"जय घण्टी,
अमरेश जि लाई जित्ताउनु होला।",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"अर्जुनको रक्षा त स्वयम् श्रीकृष्णले गरिदिनु भाथ्यो
तर अमरेशलाई जनताले जिताउन।शुभकामना।",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
यो मान्छे मलाई पहिले देखि राम्रो लाग्थ्यो educated मत्री ❤ जित को शुभकामना,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,mixed
Good luck dr. Sab,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"अमरेस सिं ले जित्नु पर्छ , भ्रष्ट बाख्रेले हार्नु पर्छ , याे पटक सचेत नेपाली ले रास्वपाले बहुमत ल्याउनु पर्छ❤❤❤",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
✍️मेरो ✍️देश✍️चुपचाप यसपालि घन्टी छाप🔔🔔🔔,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
सर्लाही बासी अम्रेश जि लाई जिताउनु होला अम्रेशजि ले संसदमा खेलेको भुमिका एकदम सकारात्मक छ गगन ले संसदमा  जनताको आवाज कहिलै  उठाएन विपक्षिमाथी खनिने काम मात्र गर्यो आफ्ना भ्रष्ट नेताको कहिलै बिरोध गरेन गगन ले हारे जनताको जित हुन्छ,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
कंग्रेस एमाले र माओवादि ले जित्नुहुदैन जनतामा चेतना भया 😍🙏,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Sarlahi Ka jantale paribartan KO lagi vote ghanti lai  dinu parxa hai jai ghanti 🔔🔔🔔🔔🔔🔔🔔🔔,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Jay ❤️ Nepal 🌳🌳🌳🌳✅❤❤❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Win Rasopa win 🥇 ❤❤❤❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"सर्लाही का जनता अबस्य पनि समझदार छन, सत्य यथार्थ बोल्ने अम्रेसलाई साथ दिने, र झुटटो बोल्नेलाई  र ठग गगने लाई हराउनै पर्ने छ",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Yaspali sabai jana la ghanti lai vote garau plz,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"पत्रकार जु को के खाल को कोईसन हो यदि घणटिले जितेमा आरू पाटिको 10, 12 जानले आगो लगाए के हुन्छ? घण्टिले देशलाई उज्यालो तिर बढाउछ तेसैले त्यो आगो लगाउने सोच पनि आउने छैन ल। धन्यवाद",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Rabi ra Sarlai ma bolaunu paryo sir🙏🙏❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"सर्लाही - ४ को सम्पुर्ण मतदाताहरुलाई हार्दिक अपिल गर्दछु कि डा. अमरेश जिलाई जसरी भएनी जिताउनु होला ।। किनभने वहाँ जस्ता देशभक्त , निडर र साहसी नेता सदनमा चाहिन्छ ।। 🙏🙏🙏 from Hetauda",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,mixed
अमरेश जितनु . नै पर्छ,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Jay ghanti 🔔 🙏🙏🙏,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Jay ghanti ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
ए होर यस्तो पो त्यसो भए जितेर देखाउनुस न हो यो कुरा सत्य हो की यी दुई पाटी भित्र नराम्रो कामको विरोध गर्ने नेताहरु को खैरियत छैन त्यस्ता लाई पाटी भित्र चान्स हैन चप्रासी को चान्स दिइन्छ,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Jaya ghanti Jaya rabi,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Jai ghanti my dear sir namaskar 🌹🙏🌹,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
सर्लाही 4 ले हिरा पाउनु भको छ अमरेस जि तेसैले यो मौका नगुमाउन अनुरोध🙏🙏🙏🙏🔔🔔🔔🔔👈️👈️💞💞💞💞💞💞💞🔔🔔👈️👈️ जय घन्टि,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"आत्मा दाहा यो सब्द आफैमा 
गारो सब्द  कसैले कति सजिलो 
सग बोलेको अचम्म लाग्छ ।",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
जय घण्टी  त्याहाँका जनताले घण्टी मा भाेट हालेर अमरेसलाई जिताउनु पर्छ पुराना काम छैन,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
झापा . मा ओली  चार नः गगन हरानु पर्छ जनता को तब जित हुन्छ,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"अम्रेश सिंह नेता त सत्य तथ्यबादी नेता हुन, जनता र नागरिकले बुझ्नु आवश्यक छ, सत्य तथ्यको बिजय होस।",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
अम्रेस कुमारलाई जिताए त्याहको जनताले राहत लिनेछन जय घन्टि 👍🌷🙏,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Nice to see you again as Interviewer,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Best of luck Amresh sir.Manxe ta khatra talent rexa,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"जय देश, जय मधेश, जय अमरेश ।",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
जय घनटि❤अमरेश कुमार लाई जिताउ❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
जसोरी भएपनी यो पटक बहुमद्को लागि अम्रेश सिङ्को मुख हेर होईन बालेनको मुझ हेरेर भोट दिनु पर्छ।किनकी गगन लाई दिएर उस्को पार्टिले बहुमद ल्याउने पनि छैन।उस्ले मात्रै जितेर उपर्धन मन्त्री हुने पनि होईन। आखेरी यो पटक हेर्दा बहुमद ल्यौने बालेन जस्तो देखिन्छ।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
देश र मधेसको लागि डा. अमरेस सिहले जित्नैपर्छ,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Jaya ghanti jaya desh ❤❤❤❤❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Yesto manxe lai jitayer pathaunu parx,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
म   बुतवल  बत  हो  अमेर्स  लै   भोत  दिने  छन   जनताले   र   जिताउनु  पर्छ है   जय   घन्ती।।।।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
उत्र दिन नपाई प्रस्न सेाध्ने कस्ताे पत्रकार हाे?,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
पत्राकार ज्यु भदौ 23/24भन्दा पहिला देसमा केही भएको थियो कि थिएन।तपाइहरु को मिडिया ले त बजाएको थियो त के सुसासन थियो त?जन्ता को कर खाएर जन्ताको लागि अन्याय गर्ने सरकार किन चाहियो?साम्सद्को आवज नसुन्ने अनि आगो लाग्छ कि लाग्दैन।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Jay ghanti🔔🔔🔔🔔👈️,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Amress paty kasle kholyo? Prajatrantra kasle lyayo? Ganatrantra kasle lyayo?,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Jay ghanti 👍❤️,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
शेर  सिंह  अमरेश  सिंह  जिन्दावाद  ।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
I wish you very good 👍 luck 🍀,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"Patrakar sathi quetion garne tarika
Ali paribartan garauna please",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Very good 👍 👏,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Jay ghanti jay nepali ghantima xap yaspali,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
No any candidates from those useless three old corrupted parties who abused this country for 35 years should win . We can’t trust them anymore.,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Aamres ji suvakamana,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Love rabi sir 🇳🇵🇳🇵🇳🇵🎉🎉❤❤❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
नेपाल को नीति नियम कानुन राम्रो भयो भनी फेरि आन्दोलन  हुन सक्दैन नत्र फेरि नि उस्तै हुन्छ नया जनादेश एकल बहुमत  आयो भनी रास्पा ले देश मा राम्रो हुन्छ बन्ने आशा छ,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Sahi ho sirji Jay rabi Jay ghanti,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Jay amresh ji and Jay balen,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"Local leaders should get opportunity . but not outside r 
.",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Amresha singh is the best.jay ghanti.,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Vote for Ghanti 🔔🔔🔔🔔🔔,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Right 👍👍👍👍👍👍,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"Tell the truth don’t blame other be strong do your best try hard for give stay the course.
In important thing unity in crucial thing dignity in all things generosity.

With deep respect 
Kishor 
UK",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
yo chetrmachai awasya gaganlejitxa.,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
जय घण्टी 👍️🔔🔔🔔,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"म सम्मानका साथ रिपोर्टरलाई एउटा प्रश्न राख्न चाहन्छु।
भूराजनीतिक प्रभाव अहिले मात्र होइन, धेरै वर्षदेखि हुँदै आएको हो। तर किन नेपालमा भारतीय उत्पादनहरू यति धेरै प्रयोग हुन्छन् ? हामीले चलाइरहेका बाइक र कार नै भारतमा बनेका छन्। नेपालका उत्पादन कारखानाहरू किन बन्द भए ? उदाहरणका लागि, सरकारले किन Mustang Jeep उत्पादन रोक्यो ? विदेशी हस्तक्षेप त धेरै अगाडि नै देखिएको विषय हो। त्यो बेला Congress, एमाले कै सरकार थियो! घरभरि पैसा त देख्नुभयो होला !

मैले यही विषयमा Gagan Thapa सँगको अन्तर्वार्ता पनि हेरेको थिएँ, त्यहाँ प्रश्न सोध्ने शैली निकै सभ्य थियो। 
यहाँ पनि कृपया जनता र देशको आवाज बन्नुहोस्, कुनै एक पार्टीको मात्र आवाज होइन।
धन्यबाद !",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,mixed
"अमेरेस सिह
रास्वपा आवश्यक छन",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"Hamro desh Nepal 🇳🇵li aaja yesto  dukhalakdho rajnetei garaira desh  sakaunei haru kun,kun political party leaders le gardha ho ,so aaja sara Nepali janta haru le yesko answers desh ko RSP ko chonub  ghanti chap ma dheri bhanda dheri votes 🗳 garnu hola hi, everyone Nepali all peoples 🇳🇵  .🔔🔔🔔🔔🗳🗳🗳🗳🙏🙏🙏🙏",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Desh jalune li no vote,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Right sir,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Good luck Dr sap,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
good luck 🙏🌷,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
If he win..yeah feri chunab hola ta? Jhapa 5,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Gaganle jitanparni aadhar kx vannus na dr. Sab,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
jai  घण्टी :;;;;;;,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,mixed
कुनैपनिहालतमाअमरेसजिलाइ जिताउनुपर्छ गगनेलाइ जसरिपनिहराउनुपर्छ रचारपातामोदेर अम्ऋकापथाउनुपर्छ,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
देश बनाउछु भनेर हुटहुटी लिएर वैकल्पिक पार्टी रास्वपा आएको छ जनताले बहुमत दिएर रास्वपालाई सरकारमा पठाउनुपर्छ। मात्र एकपटक देशलाई जिताउनु छ। गगनलाई मत दिएर जनताले भुल गर्नु हुदैन ।🙏🙏🔔✅✅,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
विजयजीलाई अमुकदलको प्रतिनिधित्व गराउँदै रास्वपाको परोक्षरुपमा विरोध गर्ने गरि निर्वाचनमा खटाईएको भन्ने जता-ततै  कमेन्ट देखिन थाल्यो जुन अनुभवि पत्रकारका सन्दर्भमा दुखद कुरा हो कि जस्तो लाग्यो !,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"Jai Rabi 
Jai ghanti 🎉 🙏 ✨️ 💖",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Only ghanti,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
त्यो बेला परिवर्तन होइन हामी पनि गाउमा थियौ डर ले शान्ति छाओस भनेर दिएको हो भोट अहिले डरले होइन सो स्फूर्द हो ।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Ghotala hunu sakxa aamlesh kumar g  vote halne beka vote ganne bela . Be careful last care ful huna parxa aba,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Abako chunab ma sabai jantale Vot Ghanti ma,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
येस पटक  एकल बहुमत  को सरकार  भयेन भनी फेरि नेपाली  जनता ले दुख पाउने छन है राम्रो लाई छान्नु होला है,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
daju bakhre lai haraunu parcha la jasari vaye pani......,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"Jaya ghanti ❤🎉❤🎉❤🎉
Jaya rabi ❤🎉❤🎉❤🎉❤
Jaya balan ❤🎉❤🎉❤🎉",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
येस्तो मान्छेको इन्टर्भिउ हेर्दै हासो लाग्छ।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
गगन थापा पानी माथिको ओभानो बन्न भ्रष्टाचारीहरुको दलभित्रबाट कालो दाग बोकेर दुधको साक्षी बिरालो बनेर आएको मान्छे हो । त्यसैले सचेत बनौं ।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Coming government's foreign minister,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Jaya ghanti 🔔🔔🔔🔔,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
जय घन्टि,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Sure success of Amresh.,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
🇳🇵🇳🇵🇳🇵🔔🔔🔔🔔,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
रबि रबालेन लाइ जसरि पनि सरलाइ ४ तिम्रो क्षेत्र मा बोलाउ चुनाब अगाडी गाँउ गाँउ जाउ गाँउका जनता रिसा कन द्दन् जनता गाँउ जाउ है,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Ab Ki Bar Balen Sarkar. Jay Rasopa Jay Ghanti Jay Janta Jay Youwa Jay Rabi Jay Amresh  Jiu,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
रा स्व पा का कारणले हार्ने एक मात्र एजेन्डा  दहिचुरै  नीति चेतनाभया।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
हिजोको चुनाबमा ८ दलको गठबन्धनले सर्लाहि ४ मा काङ्ग्रेसलाइ एक छत्र भोट हालेको थियो जम्मा जम्मी १८ हजार चानचुन भोट प्राप्त भएको थियो अम्रेश सिङले २० हजार भन्दा बडि मत पाएका थिय करिब १८ सय भोटले जितेका थिए अहिलेको चुनाब बिना गठबन्धन एक्ला एक्लाइ लडेको हुनाले त्यति भोट आउदैन र थप नया भोटर जेन्जी युवाको मत काङ्ग्रेस एमाले नेकपा लाई जादैन त्यसैले याहा काङ्ग्रेसको स्थिति कमजोर देखिन्छ।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Yo yamrais ghaye bherodheho bhaye  nepal ma hendu rast hunuparyo bhanai  kaghraisnaiho❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Amresh Kumar Singh ko Samay chaina party changer ho yo Singh.Mr GAGAN Kumar Thapa  is the best  leader of Nepali congress who is the become prime minister of  Nepal.,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Vote ghanti ma ❤❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Pratikshya cha GT nai hunu parcha hola jasto lag cha hai ani sanapatik ma chai ghanti hunu parcha,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"स्वास्थ्य मन्त्री हुँदा ल्याएको बीमा मा ठूलो नीतिगत चलखेल छ, त्यही भएर अहिले 2/३ वर्ष नहुँदै स्वास्थ्य बीमा fail भइसक्यो",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,mixed
Madeshka sathiharu  dr. Amres kumar shing balen rq rabi vandz ramro mqnche ho jay nepal mades janta sathiharu om shanti,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Gagan is Good Leader.. He will win,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Thakur vaiharu paisako pachi nalagnula madesko choralai dhukha nadeu radhe radhe,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Umres k sing❤,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
अमरेश कुमार जिन्दाबाद,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Amresh kumar,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Amres kumar jile jitchha sathiharu najik tirtha hela gare pachutaunu pr hha hay nepal,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"Ghanti
🔔🔔",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
गगन सभापति भए राजनीति बाट सन्यास लिन्छु भन्ने उहीँ अमरेस होइन अनि केको आत्मा दाहा,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Amres kumarjile jitnohonxa,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
Bhotfortree,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
गगन काङ्ग्रेसको भबिष्य हुन् प्रष्ट बक्ता देशलाइ बुझेका नेता हुन् तर यस पटक गगनले काठमाण्डौ ४  छोड्न हुन्थेन यो नै ठूलो गल्ती भयो।,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"३०% अमरेश कुमार सिंह विजयी ७०% 
काँग्रेस सहीत सबै दल (१००%) यहि नै हुने हो! 😂",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"संसद भवन मा दहाड्ने एक् मात्र अमरेश कुमार सिंह हुन्, गगन थापाले केबल रवि लाई फसाउँन, नक्कली Documents देखाउँदै 
टाढै बाट झुठो बोलेका थियो, अब पाप धुरी बाट कराउने बेला आएको छ! 🤣",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,mixed
Gagan will be the looser coz he chooses wrong place . Tourist lai vote paunu garo huncha. Kunai ama lai afno santnan jasto vayapani paro huncha,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
भगौड़ा को भोटनही😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊जयघनटी😊,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
बिना पर्माण बोल्ने हावा गगन,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
गगन थापा राम्रो मान्छे हुन्,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
🔔🔔🔔🔔🔔🇳🇵🇳🇵,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"गगन बाख्रो लाई  जमानत जफत हुने गरि हराउनु पर्छ ,डाक्टर अमरेश कुमार लाई  विजयको शुभकामना ,म पनि अनुरोध गर्छु तपाईं सम्पूर्ण मतदाता ज्यु हरुले भोट् हाल्ने बेलमा धेरै बिचार गर्नु होला ।",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
"फटाह ठगने थापा फेरि जनता ठग्दै छ, झुक्याउने पनि एउटा लिमिट हुन्छ, आसे पासे हरु मात्रै हुन् वाहा वाहा गर्ने चम्चेहरु, काङ्ग्रेस ले देश बनाउने रे ७० बर्ष पछि 😂😂
नो ठगन थापा ❌❌❌❌",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
अमरेश सर धेरै खराे अावज उटाउने एक रिडर नेता हाे ससदमा सहिलाई सहि गलतलाई गलत भन्ने खराे ब्यक्ति हुन यस्ता नेता चाहिन्छ याे देशमा समाज मा राम्रो नेता हुन,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Jayi ghanti,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"How many times you want to win ? 
Janataa wakka bhaisake hola!",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
जितको अग्रिम शुभकामना डा. अमरेश सर💐💐💐जय घण्टी✊🔔🔔🔔🙏,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
Yesle 3/3 choti jitera k gareu ho takkle DR ?????,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,latin
"म पोखराबाट 
गगन भन्दा अमरेश राम्रो हुनुहुन्छ ।अब बालेन सरकार हुने भयर अमरेशले राम्रो बिकास गर्ने अबसर छ।",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment,deva
अमरेस जि एउटा कुरा अन्त जन्ताले ढुङा प्रयोग गर्छ तर मधेसमा भाला र तरबार  को प्रयोग हुन्छ तेसैले होला अनिअर्को कुरा तपाइलाइ पनि थाहा छ बिहारिलाइ नागरिकता दिनुको प्रतिफल हो यो?,amresh kumar singh,yt:अमरेश कुमार सिंह,comment,deva
यो घटना घटाउने मधेसीका नेताकै हात छ जसमा तपाई नि पर्नु हुन्छ,amresh kumar singh,yt:अमरेश कुमार सिंह,comment,deva
०६३ सालदेखी आजसम्म त्यही बोलेर राजनिती गर्नेले बोलेको सुहाएन है ।,amresh kumar singh,yt:अमरेश कुमार सिंह,comment,deva
"अनुहार नमिलेर गाेली हानेकाे हाेइन, मधेशकाे अान्दाेलनमा अान्दाेलनकारीले प्रहरीलाइ भालाले  घाेच्न थाल्छ अनि के गर्नु । विगतमा मधेश अान्दाेलनमा भारतीय नागरिक प्रयाेग भएकाे हामीलाइ पनि थाहा छ ।",amresh kumar singh,yt:अमरेश कुमार सिंह,comment,deva
मदेशीलाई मदेशी प्रधानमन्त्रीले किन गोली ठोक्यो होला? डा अम्रेश कुमार सिङ्हलाई प्रधानमन्त्री बनायो भने मदेशी माथी गोली चल्न बन्द हुन्छ कि?,amresh kumar singh,yt:अमरेश कुमार सिंह,comment,deva
मधेस को आन्दोलन हुनु मा महेश नेता हरू कै हात छ एस मा कुनै सक छैन,amresh kumar singh,yt:अमरेश कुमार सिंह,comment,deva
हिन्दू अधिराज्य पुनःस्थापना गरौं,amresh kumar singh,yt:अमरेश कुमार सिंह,comment,deva
